VALUATION DATE,FUND_NAME_1_EN,CLASS_FUND_1_EN,FUND_NAME_1_ZH,CLASS_FUND_1_ZH,FUND_1_PRICE_HKD
17/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8587
18/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8531
19/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8513
20/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8374
21/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8196
24/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8374
25/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8371
26/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.839
27/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8438
28/09/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8568
03/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8672
04/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8792
05/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8823
08/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8778
09/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8802
10/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8852
11/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8957
12/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8911
15/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8871
16/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8927
17/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8957
18/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8904
19/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8866
22/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.89
23/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8924
24/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.8976
26/10/2001,Sun Life MPF Growth Fund,Class A,永明強積金增長基金,A類單位,0.9056
