VALUATION DATE,FUND_NAME_1_EN,CLASS_FUND_1_EN,FUND_NAME_1_ZH,CLASS_FUND_1_ZH,FUND_1_PRICE_HKD
15/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9944
18/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9943
19/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9983
20/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9921
21/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9927
22/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9918
25/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9847
26/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9862
27/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9931
28/03/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9941
02/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9929
03/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.994
04/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9936
08/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9907
09/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9873
10/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9887
11/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9843
12/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.988
15/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9926
16/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9968
17/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.0066
18/04/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,1.009
