VALUATION DATE,FUND_NAME_1_EN,CLASS_FUND_1_EN,FUND_NAME_1_ZH,CLASS_FUND_1_ZH,FUND_1_PRICE_HKD
03/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1
05/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1
06/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1
07/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,0.9999
10/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,0.9999
11/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1
12/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0001
13/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0053
18/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.001
19/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0006
20/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0006
21/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1
24/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0016
25/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0002
26/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0002
27/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0009
28/04/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0008
02/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0008
04/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,0.9999
05/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0007
08/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,0.9998
09/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,0.9989
10/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,0.9989
11/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,0.998
12/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0008
15/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,0.9998
16/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0016
17/05/2017,Sun Life MPF Age 65 Plus Fund,--,永明強積金65歲後基金,--,1.0025
