VALUATION DATE,FUND_NAME_1_EN,CLASS_FUND_1_EN,FUND_NAME_1_ZH,CLASS_FUND_1_ZH,FUND_1_PRICE_HKD
05/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1
06/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1
07/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1
08/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9999
09/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9999
12/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9999
13/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0011
14/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0031
15/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0076
16/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0071
19/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0056
20/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0029
21/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0001
23/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9965
26/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.994
27/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9993
28/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9993
29/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0028
30/06/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.011
03/07/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0109
04/07/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0109
05/07/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0068
06/07/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9974
07/07/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9951
10/07/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,0.9965
11/07/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0009
12/07/2023,Sun Life MPF Global Low Carbon Index Fund,--,永明強積金環球低碳指數基金,--,1.0086
